OBJECTID,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population,Total Population - Margin of Error,"White alone, Not Hispanic or Latino Population","White alone, Not Hispanic or Latino Population - Margin of Error","Black or African American alone, Not Hispanic or Latino Population","Black or African American alone, Not Hispanic or Latino Population - Margin of Error","American Indian and Alaska Native alone, Not Hispanic or Latino Population","American Indian and Alaska Native alone, Not Hispanic or Latino Population - Margin of Error","Asian alone, Not Hispanic or Latino Population","Asian alone, Not Hispanic or Latino Population - Margin of Error","Native Hawaiian and Other Pacific Islander alone, Not Hispanic or Latino Population","Native Hawaiian and Other Pacific Islander alone, Not Hispanic or Latino Population - Margin of Error","Some Other Race alone, Not Hispanic or Latino Population","Some Other Race alone, Not Hispanic or Latino Population - Margin of Error","Two or More Races, Not Hispanic or Latino Population","Two or More Races, Not Hispanic or Latino Population - Margin of Error",Hispanic or Latino Population,Hispanic or Latino Population - Margin of Error,"Percent of Population that is White alone, Non-Hispanic","Percent of Population that is White alone, Non-Hispanic - Margin of Error","Percent of Population that is Black or African American alone, Non-Hispanic","Percent of Population that is Black or African American alone, Non-Hispanic - Margin of Error","Percent of Population that is American Indian and Alaska Native alone, Non-Hispanic","Percent of Population that is American Indian and Alaska Native alone, Non-Hispanic - Margin of Error","Percent of Population that is Asian alone, Non-Hispanic","Percent of Population that is Asian alone, Non-Hispanic - Margin of Error","Percent of Population that is Native Hawaiian and Other Pacific Islander alone, Non-Hispanic","Percent of Population that is Native Hawaiian and Other Pacific Islander alone, Non-Hispanic - Margin of Error","Percent of Population that is Some Other Race alone, Non-Hispanic","Percent of Population that is Some Other Race alone, Non-Hispanic - Margin of Error","Percent of Population that is 2 or More Races, Non-Hispanic","Percent of Population that is 2 or More Races, Non-Hispanic - Margin of Error",Percent of Population that is Hispanic or Latino,Percent of Population that is Hispanic or Latino - Margin of Error,Shape_Length,Shape_Area
1182,01081041901,71371190,5091902,Census Tract 419.01,Alabama,Lee County,2255,508,2008,454,0,12,0,12,38,63,0,12,0,12,154,227,55,81,89,1.711521759,0,0.532150776,0,0.532150776,1.7,2.767879443,0,0.532150776,0,0.532150776,6.8,9.948260481,2.4,3.54974492,110247.5529,101116413.1
1183,01081041902,90710376,95036,Census Tract 419.02,Alabama,Lee County,3071,549,2493,562,533,368,0,12,0,12,0,12,20,104,0,12,25,76,81.2,11.14866409,17.4,11.57441796,0,0.390752198,0,0.390752198,0,0.390752198,0.7,3.384517205,0,0.390752198,0.8,2.470481221,53859.57598,128179472.8
1184,01081041903,101211323,1706301,Census Tract 419.03,Alabama,Lee County,3371,723,3071,726,170,235,0,12,78,81,0,12,0,12,6,12,46,68,91.1,9.05854299,5,6.886806608,0,0.355977455,2.3,2.351041623,0,0.355977455,0,0.355977455,0.2,0.35392466,1.4,1.99586133,70508.8765,143122491.4
1185,01081042007,4725989,2719,Census Tract 420.07,Alabama,Lee County,3211,652,2408,629,511,290,0,12,0,12,0,12,0,12,204,200,88,94,75,12.32291566,15.9,8.433585154,0,0.373715353,0,0.373715353,0,0.373715353,0,0.373715353,6.4,6.093534828,2.7,2.874059304,10231.96672,6664763.008
1186,01081042008,7932540,115802,Census Tract 420.08,Alabama,Lee County,5618,673,4402,1020,752,563,0,17,49,64,0,17,0,17,27,32,388,187,78.4,15.54130462,13.4,9.892241238,0,0.30259879,0.9,1.134393873,0,0.30259879,0,0.30259879,0.5,0.566680657,6.9,3.224127798,14864.02773,11342944.74
1187,01081042009,4544516,19593,Census Tract 420.09,Alabama,Lee County,2608,763,1715,492,807,881,0,12,0,12,0,12,0,12,51,78,35,62,65.8,26.94463122,30.9,32.54505824,0,0.460122699,0,0.460122699,0,0.460122699,0,0.460122699,2,2.935568106,1.3,2.344654388,10016.40948,6435065.208
1188,01081042103,44751625,31461,Census Tract 421.03,Alabama,Lee County,2078,490,1769,472,206,147,0,12,0,12,0,12,0,12,33,61,70,84,85.1,10.62869146,9.9,6.676721042,0,0.577478345,0,0.577478345,0,0.577478345,0,0.577478345,1.6,2.911532041,3.4,3.963535609,34386.90146,63138927.55
1189,01081042104,118431197,2117030,Census Tract 421.04,Alabama,Lee County,6638,1208,4861,1129,1501,803,0,17,103,130,0,17,26,42,68,106,79,74,73.2,10.56785001,22.6,11.37560297,0,0.256101235,1.6,1.937956848,0,0.256101235,0.4,0.628692842,1,1.58594731,1.2,1.093552764,91805.97861,170052220.5
1190,01083020103,29160017,67390,Census Tract 201.03,Alabama,Limestone County,2649,492,2406,448,121,115,36,49,20,40,0,12,0,12,37,33,29,27,90.8,1.201758097,4.6,4.257559158,1.4,1.832452511,0.8,1.503478577,0,0.453001133,0,0.453001133,1.4,1.218442553,1.1,0.998765789,30425.43703,43633808.23
1191,01083020104,68353807,108939,Census Tract 201.04,Alabama,Limestone County,3552,868,3463,855,0,12,0,12,0,12,0,12,0,12,76,97,13,25,97.5,3.434688323,0,0.337837838,0,0.337837838,0,0.337837838,0,0.337837838,0,0.337837838,2.1,2.680333678,0.4,0.698123231,43137.78378,102098475.9
1192,01083020403,71667706,5615873,Census Tract 204.03,Alabama,Limestone County,3339,539,2575,641,251,293,0,12,0,12,0,12,0,12,0,12,513,444,77.1,14.61376524,7.5,8.69077424,0,0.359389039,0,0.359389039,0,0.359389039,0,0.359389039,0,0.359389039,15.4,13.06406087,97421.344,106718994.4
1193,01083020404,84046624,19524938,Census Tract 204.04,Alabama,Limestone County,2824,874,2190,555,283,292,0,12,98,674,0,12,0,12,88,110,165,291,77.5,31.02062197,10,9.863836594,0,0.424929178,3.5,23.84267804,0,0.424929178,0,0.424929178,3.1,3.773905125,5.8,10.14462963,86115.13603,125111135
1194,01083020803,27558500,234893,Census Tract 208.03,Alabama,Limestone County,6766,866,5049,836,1244,415,124,104,0,17,0,17,0,17,296,169,53,51,74.6,7.838508212,18.4,5.664204971,1.8,1.519093178,0,0.251256281,0,0.251256281,0,0.251256281,4.4,2.434210616,0.8,0.747071152,52802.77869,41064315.69
1195,01083020804,29135505,178840,Census Tract 208.04,Alabama,Limestone County,4936,613,4492,562,145,102,19,26,36,61,0,12,0,12,29,43,215,205,91,1.379485211,2.9,2.033992281,0.4,0.524568618,0.7,1.232494752,0,0.243111831,0,0.243111831,0.6,0.868089776,4.4,4.11778172,45109.7441,43442398.84
1196,01083020805,29791109,271261,Census Tract 208.05,Alabama,Limestone County,4985,542,3346,464,1212,314,5,9,0,12,0,12,1,3,52,46,369,243,67.1,5.77744224,24.3,5.71736444,0.1,0.180211964,0,0.240722166,0,0.240722166,0,0.060141005,1,0.915771956,7.4,4.807726375,49691.86504,44507210.11
1197,01083020806,34150815,205391,Census Tract 208.06,Alabama,Limestone County,3491,709,3031,720,11,21,12,21,0,12,0,12,0,12,25,61,412,338,86.8,10.69751412,0.3,0.598133232,0.3,0.597482159,0,0.343741048,0,0.343741048,0,0.343741048,0.7,1.741286915,11.8,9.380667507,44952.23755,51027238.18
1198,01083021101,141935940,50933037,Census Tract 211.01,Alabama,Limestone County,2932,561,1662,330,896,341,0,12,0,12,0,12,0,12,184,186,190,257,56.7,3.007307324,30.6,10.05358667,0,0.409276944,0,0.409276944,0,0.409276944,0,0.409276944,6.3,6.229117383,6.5,8.677209131,177232.9881,218755964.8
1199,01083021102,43174280,340754,Census Tract 211.02,Alabama,Limestone County,3852,729,2718,684,673,190,35,64,0,12,0,12,0,12,115,131,311,210,70.6,11.7041775,17.5,3.660131644,0.9,1.652551987,0,0.31152648,0,0.31152648,0,0.31152648,3,3.353567994,8.1,5.233209426,60136.46212,64389585.67
1200,01083021201,18854245,71503,Census Tract 212.01,Alabama,Limestone County,5414,898,3079,712,1042,493,0,17,458,219,0,17,39,64,433,392,363,333,56.9,9.163503741,19.2,8.528110342,0,0.314000739,8.5,3.793907877,0,0.314000739,0.7,1.176066593,8,7.117927568,6.7,6.049345383,25988.27201,28080671.34
1201,01083021202,86892663,939695,Census Tract 212.02,Alabama,Limestone County,5180,790,3605,596,1171,521,59,65,38,58,0,17,0,17,174,152,133,131,69.6,4.441788011,22.6,9.44856041,1.1,1.242744742,0.7,1.114087583,0,0.328185328,0,0.328185328,3.4,2.889298124,2.6,2.498457964,95950.50456,129734719.6
1202,01083021203,124715481,32480041,Census Tract 212.03,Alabama,Limestone County,4261,727,2214,551,1242,504,82,115,204,370,0,12,0,12,65,135,454,267,52,9.414083155,29.1,10.73192239,1.9,2.678849943,4.8,8.644901791,0,0.281624032,0,0.281624032,1.5,3.157561783,10.7,5.996642921,219988.9107,200239913.1
1203,01089000203,13039785,19818,Census Tract 2.03,Alabama,Madison County,4616,648,696,215,3630,658,17,35,39,40,0,12,0,12,32,34,202,114,15.1,4.148976083,78.6,9.018172907,0.4,0.756467588,0.8,0.85839582,0,0.259965338,0,0.259965338,0.7,0.730111149,4.4,2.392046017,26069.19523,19402722.53
1204,01089001403,13441400,257406,Census Tract 14.03,Alabama,Madison County,1966,258,663,194,1148,226,0,12,35,57,0,12,0,12,25,43,95,112,33.7,8.819701049,58.4,8.568798843,0,0.610376399,1.8,2.889859737,0,0.610376399,0,0.610376399,1.3,2.180806748,4.8,5.661443425,21059.72723,20325360.23
1205,01089001404,6854597,10858,Census Tract 14.04,Alabama,Madison County,3419,538,1964,363,922,430,0,12,117,115,0,12,0,12,30,99,386,281,57.4,5.569397163,27,11.83928998,0,0.350979819,3.4,3.320173457,0,0.350979819,0,0.350979819,0.9,2.892289746,11.3,8.024478825,13228.67849,10187504.6
1206,01089002803,8296915,506111,Census Tract 28.03,Alabama,Madison County,4517,551,3405,568,445,239,0,12,259,151,0,12,0,12,168,92,240,194,75.4,8.577234953,9.9,5.152843044,0,0.265663051,5.7,3.26893578,0,0.265663051,0,0.265663051,3.7,1.985576681,5.3,4.245700425,16464.72929,12344802.48
1207,01089002804,3463207,56303,Census Tract 28.04,Alabama,Madison County,2925,513,2655,505,24,39,0,12,102,97,0,12,0,12,132,85,12,16,90.8,6.681872591,0.8,1.325544807,0,0.41025641,3.5,3.259354466,0,0.41025641,0,0.41025641,4.5,2.796121811,0.4,0.542255627,9528.008388,5210127.766
1208,01089002923,3804877,0,Census Tract 29.23,Alabama,Madison County,3460,566,2444,460,393,397,0,12,304,234,0,12,0,12,303,270,16,30,70.6,6.57543888,11.4,11.322547,0,0.346820809,8.8,6.608517784,0,0.346820809,0,0.346820809,8.8,7.670850294,0.5,0.863745877,10148.29286,5631867.18
1209,01089002924,5400628,71332,Census Tract 29.24,Alabama,Madison County,3110,661,2660,664,81,57,25,39,168,133,0,12,0,12,109,96,67,75,85.5,11.19726436,2.6,1.747202429,0.8,1.242326003,5.4,4.119525483,0,0.38585209,0,0.38585209,3.5,2.995586409,2.2,2.367707525,14299.42747,7989688.769
1210,01089010101,252975176,864835,Census Tract 101.01,Alabama,Madison County,4957,568,3825,606,436,343,63,47,0,12,0,12,0,12,579,326,54,47,77.2,8.442516035,8.8,6.845715523,1.3,0.936903479,0,0.242081904,0,0.242081904,0,0.242081904,11.7,6.43892693,1.1,0.93990147,139120.7762,378187858.8
1211,01089010102,30430923,450444,Census Tract 101.02,Alabama,Madison County,5026,974,3238,596,1221,802,54,81,47,56,0,17,0,17,213,143,253,199,64.4,17.21908866,24.3,15.2467055,1.1,1.598112959,0.9,1.099369702,0,0.338241146,0,0.338241146,4.2,2.724093059,5,3.837356382,57867.80245,45460029.37
1212,01089010303,36189351,42961,Census Tract 103.03,Alabama,Madison County,3235,801,2731,827,440,348,0,12,23,45,0,12,0,12,0,12,41,60,84.4,14.71719885,13.6,10.21659562,0,0.370942813,0.7,1.379851353,0,0.370942813,0,0.370942813,0,0.370942813,1.3,1.827973491,32066.49173,54082305.22
1213,01089010304,51697522,109352,Census Tract 103.04,Alabama,Madison County,4556,467,3817,554,626,491,29,49,40,50,0,12,0,12,17,30,27,42,83.8,8.608929603,13.7,10.68457309,0.6,1.073523974,0.9,1.093757885,0,0.263388938,0,0.263388938,0.4,0.657360623,0.6,0.919857719,54382.13127,77132296.34
1214,01089010403,22743850,51212,Census Tract 104.03,Alabama,Madison County,2453,397,1898,383,335,261,0,12,118,140,26,28,0,12,76,82,0,12,77.4,9.325718966,13.7,10.40793522,0,0.489196902,4.8,5.653947865,1.1,1.128496,0,0.489196902,3.1,3.305024278,0,0.489196902,25949.69585,33994212.27
1215,01089010404,52867741,134139,Census Tract 104.04,Alabama,Madison County,3227,678,2641,668,245,192,0,12,69,130,0,12,0,12,27,41,245,227,81.8,11.52557296,7.6,5.731984184,0,0.371862411,2.1,4.003382265,0,0.371862411,0,0.371862411,0.8,1.258309946,7.6,6.851152064,43909.91907,79118621.05
1216,01089010405,62934029,394171,Census Tract 104.05,Alabama,Madison County,3665,737,2836,735,601,164,95,124,0,12,0,12,0,12,117,84,16,28,77.4,12.65125154,16.4,3.024817592,2.6,3.342962819,0,0.327421555,0,0.327421555,0,0.327421555,3.2,2.200211607,0.4,0.758922985,52518.0503,94385189.83
1217,01089010406,28674026,169522,Census Tract 104.06,Alabama,Madison County,2793,554,1937,445,682,321,0,12,0,12,0,12,0,12,63,71,111,122,69.4,8.038555778,24.4,10.422607,0,0.429645542,0,0.429645542,0,0.429645542,0,0.429645542,2.3,2.502386638,4,4.29634257,32629.61957,42972217.28
1218,01089010503,26869345,112389,Census Tract 105.03,Alabama,Madison County,5556,609,3431,585,1397,507,31,49,283,288,0,17,107,130,93,102,214,247,61.8,8.065117262,25.1,8.69911869,0.6,0.879806356,5.1,5.153430034,0,0.305975522,1.9,2.330271054,1.7,1.826661934,3.9,4.425551987,28999.17069,40148806.54
1219,01089010504,26308614,103998,Census Tract 105.04,Alabama,Madison County,6902,897,4548,661,1844,498,0,17,72,105,0,17,29,54,240,192,169,122,65.9,4.287212364,26.7,6.324907211,0,0.246305419,1,1.515245176,0,0.246305419,0.4,0.78047399,3.5,2.74484974,2.4,1.738723,29740.03416,39299479.02
1220,01089010625,5124098,55968,Census Tract 106.25,Alabama,Madison County,5154,1367,605,257,3785,1267,0,17,266,234,0,17,26,46,37,64,435,477,11.7,3.895009862,73.4,14.99739423,0,0.3298409,5.2,4.328889283,0,0.3298409,0.5,0.882424565,0.7,1.227069014,8.4,8.980139183,12921.47423,7690950.686
1221,01089010626,10600442,7283,Census Tract 106.26,Alabama,Madison County,2745,331,1785,233,764,252,0,12,46,63,0,12,0,12,47,65,103,77,65,3.250343823,27.8,8.544876896,0,0.43715847,1.7,2.286169085,0,0.43715847,0,0.43715847,1.7,2.358923736,3.8,2.768368955,18880.92184,15757154.66
1222,01089010627,5755610,32637,Census Tract 106.27,Alabama,Madison County,4346,595,2951,565,827,529,100,91,148,149,0,12,0,12,86,97,234,126,67.9,9.088020924,19,11.8900458,2.3,2.070046797,3.4,3.396591088,0,0.276115969,0,0.276115969,2,2.2154342,5.4,2.803939945,16430.28252,8595330.427
1223,01089010628,4731332,8777,Census Tract 106.28,Alabama,Madison County,3518,857,2737,816,328,211,20,31,144,182,0,12,0,12,128,104,161,141,77.8,13.37216756,9.3,5.551052745,0.6,0.870231599,4.1,5.076390214,0,0.341102899,0,0.341102899,3.6,2.820225674,4.6,3.849786155,12202.55741,7044592.773
1224,01089010629,8109938,49496,Census Tract 106.29,Alabama,Madison County,5243,644,3481,662,1032,473,126,119,283,311,0,17,0,17,166,161,155,117,66.4,9.639450897,19.7,8.691550178,2.4,2.250415699,5.4,5.894549775,0,0.324241846,0,0.324241846,3.2,3.046035551,3,2.201803904,14733.33342,12126613.78
1225,01089010630,5686171,15949,Census Tract 106.30,Alabama,Madison County,3385,547,2463,510,677,226,0,12,67,76,0,12,0,12,148,112,30,37,72.8,9.420581177,20,5.842142303,0,0.35450517,2,2.222299958,0,0.35450517,0,0.35450517,4.4,3.232399615,0.9,1.083634689,12942.33484,8471790.863
1226,01089010631,16504607,52210,Census Tract 106.31,Alabama,Madison County,4346,510,2847,466,1194,269,57,68,71,97,0,12,0,12,54,64,123,151,65.5,7.475045812,27.5,5.283650856,1.3,1.557068998,1.6,2.223688639,0,0.276115969,0,0.276115969,1.2,1.465382191,2.8,3.458549281,22161.49675,24613948.56
1227,01089010703,51393306,119210,Census Tract 107.03,Alabama,Madison County,4018,558,2722,434,648,195,127,105,330,359,0,12,0,12,89,96,102,107,67.7,5.306368326,16.1,4.305452963,3.2,2.576110579,8.2,8.861692603,0,0.298656048,0,0.298656048,2.2,2.369363253,2.5,2.639577341,46663.99021,76718770.96
1228,01089010704,36739462,148289,Census Tract 107.04,Alabama,Madison County,5997,699,3710,484,1916,578,75,118,141,145,0,17,0,17,32,39,123,106,61.9,3.625011053,31.9,8.889664274,1.3,1.962243449,2.4,2.402294652,0,0.283475071,0,0.283475071,0.5,0.647344217,2.1,1.751308929,30681.641,54905086.51
1229,01089010705,17081748,31872,Census Tract 107.05,Alabama,Madison County,3925,853,1794,608,1314,381,148,137,48,88,0,12,0,12,317,261,304,259,45.7,11.88629893,33.5,6.425926315,3.8,3.392887601,1.2,2.226230008,0,0.305732484,0,0.305732484,8.1,6.4138525,7.7,6.380433005,21016.18135,25450010.75
1230,01089010706,18035556,408373,Census Tract 107.06,Alabama,Madison County,3890,375,2798,300,773,102,10,19,13,21,0,12,0,12,76,68,220,229,71.9,3.375908208,19.9,1.790478456,0.3,0.487802791,0.3,0.538883618,0,0.30848329,0,0.30848329,2,1.737896195,5.7,5.861589032,29036.99377,27379529.26
1231,01089010801,17274139,143739,Census Tract 108.01,Alabama,Madison County,5516,756,4298,796,850,178,0,17,84,88,0,17,25,40,128,114,131,126,77.9,9.705701092,15.4,2.43984951,0,0.308194344,1.5,1.58164739,0,0.308194344,0.5,0.722497778,2.3,2.042097156,2.4,2.260954382,27178.56941,25745358.92
1232,01089010802,45163088,276666,Census Tract 108.02,Alabama,Madison County,4520,608,3960,581,410,247,31,51,0,12,0,12,0,12,98,132,21,29,87.6,5.132597316,9.1,5.326642911,0.7,1.124540751,0,0.265486726,0,0.265486726,0,0.265486726,2.2,2.905754852,0.5,0.638541962,54810.5838,67201428.84
1233,01089010903,18155391,63540,Census Tract 109.03,Alabama,Madison County,5502,691,4980,728,365,302,15,27,0,17,0,17,0,17,18,30,124,125,90.5,6.771496841,6.6,5.425311736,0.3,0.489534695,0,0.308978553,0,0.308978553,0,0.308978553,0.3,0.543706006,2.3,2.254200329,31625.69014,26988738.27
1234,01089010904,17596454,311820,Census Tract 109.04,Alabama,Madison County,3763,456,3201,612,486,363,0,12,76,125,0,12,0,12,0,12,0,12,85.1,12.57961448,12.9,9.518753121,0,0.318894499,2,3.312789424,0,0.318894499,0,0.318894499,0,0.318894499,0,0.318894499,44559.67216,26170844.25
1235,01089010905,49276058,148561,Census Tract 109.05,Alabama,Madison County,7664,1365,6873,1354,217,265,53,80,199,214,71,82,0,17,75,70,176,138,89.7,7.550390618,2.8,3.420752635,0.7,1.036549277,2.6,2.753712599,0.9,1.057138339,0,0.221816284,1,0.896576912,2.3,1.753557983,46738.25996,73155485.56
1236,01089011023,6049280,15999,Census Tract 110.23,Alabama,Madison County,5796,639,4161,653,456,144,38,43,385,194,0,17,0,17,121,86,635,279,71.8,8.017914782,7.9,2.328144086,0.7,0.738361407,6.6,3.266039926,0,0.293305728,0,0.293305728,2.1,1.465822379,11,4.659660159,12069.07785,9003336.806
1237,01089011024,5056286,2487,Census Tract 110.24,Alabama,Madison County,5404,872,4329,845,669,309,0,17,159,116,0,17,0,17,162,145,85,82,80.1,8.798499661,12.4,5.357695729,0,0.314581791,2.9,2.093395686,0,0.314581791,0,0.314581791,3,2.639234205,1.6,1.496017315,12414.63379,7508108.57
1238,01089011025,5889653,8261,Census Tract 110.25,Alabama,Madison County,6038,651,3666,570,1349,493,20,32,455,209,15,25,0,17,122,119,411,278,60.7,6.801857847,22.3,7.801539437,0.3,0.528772176,7.5,3.364708396,0.2,0.413177124,0,0.281550182,2,1.958774304,6.8,4.545305904,11822.15798,8750232.257
1239,01089011026,5039403,3346,Census Tract 110.26,Alabama,Madison County,3720,521,2891,504,388,87,10,22,76,83,0,12,0,12,148,133,207,190,77.7,8.067906576,10.4,1.826389055,0.3,0.590198254,2,2.212759707,0,0.322580645,0,0.322580645,4,3.531582049,5.6,5.047719621,14772.31437,7479958.961
1240,01089011027,3540240,1312,Census Tract 110.27,Alabama,Madison County,3633,545,2224,539,391,181,18,39,507,305,0,12,0,12,325,212,168,179,61.2,11.65246163,10.8,4.713251677,0.5,1.070916846,14,8.13005095,0,0.330305533,0,0.330305533,8.9,5.678990352,4.6,4.877977952,12403.31891,5252412.828
1241,01089011028,5441303,0,Census Tract 110.28,Alabama,Madison County,4602,747,3100,757,725,323,0,12,230,150,0,12,0,12,60,68,487,374,67.4,12.28917848,15.8,6.536259035,0,0.260756193,5,3.156881681,0,0.260756193,0,0.260756193,1.3,1.462384584,10.6,7.943293377,13469.12594,8067545.12
1242,01089011201,15433481,518115,Census Tract 112.01,Alabama,Madison County,4292,763,2606,388,1536,704,34,60,0,12,0,12,0,12,6,24,110,114,60.7,14.07948269,35.8,15.11853361,0.8,1.390838316,0,0.279589935,0,0.279589935,0,0.279589935,0.1,0.558627352,2.6,2.616735687,27659.32957,23591706.32
1243,01089011202,7671805,359534,Census Tract 112.02,Alabama,Madison County,5102,887,2991,505,1127,688,8,13,249,209,0,17,0,17,459,288,268,190,58.6,14.20734657,22.1,12.92651292,0.2,0.25333959,4.9,4.00759799,0,0.333202666,0,0.333202666,9,5.423833588,5.3,3.61032119,14445.34385,11898568.41
1244,01089011203,53888234,3159757,Census Tract 112.03,Alabama,Madison County,4752,891,2820,852,1550,343,12,19,174,127,0,12,3,4,62,52,131,114,59.3,14.05886824,32.6,3.83355535,0.3,0.397018223,3.7,2.582869747,0,0.252525253,0.1,0.083338631,1.3,1.066580731,2.8,2.342643745,74331.00528,81757380.8
1245,01089011301,45974537,357009,Census Tract 113.01,Alabama,Madison County,3407,418,2959,488,236,144,23,30,50,38,0,12,0,12,72,57,67,54,86.9,9.571830738,6.9,4.140269526,0.7,0.876636113,1.5,1.100721564,0,0.352216026,0,0.352216026,2.1,1.652813264,2,1.566500705,52426.14229,68212406.56
1246,01089011302,115349858,4959881,Census Tract 113.02,Alabama,Madison County,3623,750,2755,711,24,36,33,29,362,230,0,12,158,137,53,45,238,158,76,11.71882289,0.7,0.984143645,0.9,0.777916271,10,6.001919987,0,0.331217223,4.4,3.672049794,1.5,1.204581989,6.6,4.143582107,167449.7003,171006163.3
1247,01091972901,8052251,1271769,Census Tract 9729.01,Alabama,Marengo County,1609,304,553,277,1047,382,0,12,9,15,0,12,0,12,0,12,0,12,34.4,15.94402588,65.1,20.31018952,0,0.745804848,0.6,0.92624647,0,0.745804848,0,0.745804848,0,0.745804848,0,0.745804848,40150.60055,11451142.29
1248,01091972902,93856596,1523639,Census Tract 9729.02,Alabama,Marengo County,3726,664,1198,415,2074,461,0,12,0,12,0,12,0,12,1,2,453,54,32.2,9.551091683,55.7,7.394734384,0,0.322061192,0,0.322061192,0,0.322061192,0,0.322061192,0,0.053463358,12.2,2.606644288,79139.09674,132652596.3
1249,01091973001,163632848,336606,Census Tract 9730.01,Alabama,Marengo County,1232,438,383,89,849,416,0,12,0,12,0,12,0,12,0,12,0,12,31.1,13.20375756,68.9,23.23627115,0,0.974025974,0,0.974025974,0,0.974025974,0,0.974025974,0,0.974025974,0,0.974025974,87700.68012,229682871.6
1250,01091973002,520982020,3160672,Census Tract 9730.02,Alabama,Marengo County,2767,471,1656,298,1073,363,11,21,0,12,0,12,0,12,5,9,22,35,59.8,3.493622393,38.8,11.33727748,0.4,0.755921858,0,0.433682689,0,0.433682689,0,0.433682689,0.2,0.323804357,0.8,1.257646616,204440.1611,732548037.3
1251,01093964001,112110794,1691832,Census Tract 9640.01,Alabama,Marion County,3049,539,2814,555,0,12,70,45,0,12,0,12,0,12,30,32,135,121,92.3,8.071262388,0,0.393571663,2.3,1.418993741,0,0.393571663,0,0.393571663,0,0.393571663,1,1.035010634,4.4,3.890559259,62639.07066,167038011
1252,01093964002,157202761,253892,Census Tract 9640.02,Alabama,Marion County,1508,345,1447,328,0,12,0,12,4,9,0,12,0,12,5,14,52,78,96,30.90316695,0,0.795755968,0,0.795755968,0.3,0.593723772,0,0.795755968,0,0.795755968,0.3,0.925277812,3.4,5.111898624,86763.97955,230623678.6
1253,01093964401,176064700,179050,Census Tract 9644.01,Alabama,Marion County,3266,489,2768,495,405,217,0,12,0,12,0,12,0,12,56,46,37,52,84.8,8.287763969,12.4,6.379529377,0,0.367421923,0,0.367421923,0,0.367421923,0,0.367421923,1.7,1.384856225,1.1,1.583100651,100125.5407,257658444.6
1254,01093964402,150964794,0,Census Tract 9644.02,Alabama,Marion County,1657,450,1570,441,28,46,0,12,0,12,0,12,0,12,59,47,0,12,94.7,6.797647017,1.7,2.73790841,0,0.724200362,0,0.724200362,0,0.724200362,0,0.724200362,3.6,2.666532888,0,0.724200362,75864.05251,220736180.4
1255,01093964701,101634737,239592,Census Tract 9647.01,Alabama,Marion County,2267,407,2143,427,67,82,1,3,0,12,0,12,0,12,34,39,22,33,94.5,8.170178408,3,3.577986431,0,0.132096303,0,0.529333921,0,0.529333921,0,0.529333921,1.5,1.699132993,1,1.445204243,66106.22012,148399901.7
1256,01093964702,52861503,68706,Census Tract 9647.02,Alabama,Marion County,2935,413,2698,428,105,72,2,5,0,12,0,12,0,12,9,13,121,111,91.9,6.732865427,3.6,2.400943505,0.1,0.170087679,0,0.408858603,0,0.408858603,0,0.408858603,0.3,0.440823362,4.1,3.737184039,40867.42291,77163361.29
1257,01095030101,47244865,717931,Census Tract 301.01,Alabama,Marshall County,1781,410,1685,422,0,12,0,12,0,12,0,12,0,12,0,12,96,122,94.6,9.331009402,0,0.673778776,0,0.673778776,0,0.673778776,0,0.673778776,0,0.673778776,0,0.673778776,5.4,6.736756538,44467.74667,69663247.01
1258,01095030102,126490007,37178820,Census Tract 301.02,Alabama,Marshall County,1415,295,1332,282,0,12,0,12,0,12,0,12,0,12,83,84,0,12,94.1,3.468567352,0,0.848056537,0,0.848056537,0,0.848056537,0,0.848056537,0,0.848056537,5.9,5.809073575,0,0.848056537,155163.1212,186464850.9
1259,01095030203,94122556,2364475,Census Tract 302.03,Alabama,Marshall County,4304,623,3810,612,104,94,179,136,0,12,0,12,0,12,130,136,81,65,88.5,6.164660612,2.4,2.155825853,4.2,3.101976167,0,0.278810409,0,0.278810409,0,0.278810409,3,3.129458498,1.9,1.485450965,71856.07041,139345238.9
1260,01095030204,46435227,12668676,Census Tract 302.04,Alabama,Marshall County,1340,292,1334,291,0,12,0,12,0,12,0,12,0,12,0,12,6,13,99.6,0.9980175,0,0.895522388,0,0.895522388,0,0.895522388,0,0.895522388,0,0.895522388,0,0.895522388,0.4,0.965230185,71842.18873,68633742.71
1261,01095030205,72885330,868079,Census Tract 302.05,Alabama,Marshall County,1220,317,1133,307,36,34,0,12,11,22,0,12,0,12,39,41,1,3,92.9,7.13680684,3,2.67933862,0,0.983606557,0.9,1.787995428,0,0.983606557,0,0.983606557,3.2,3.256389351,0.1,0.24497757,73485.7646,108300266
1262,01095030206,132487474,36481441,Census Tract 302.06,Alabama,Marshall County,4043,696,3648,778,7,11,0,12,0,12,0,12,0,12,19,43,369,293,90.2,11.35882135,0.2,0.270437661,0,0.2968093,0,0.2968093,0,0.2968093,0,0.2968093,0.5,1.060485276,9.1,7.074725177,183531.3623,195687098
1263,01095030301,48612475,498205,Census Tract 303.01,Alabama,Marshall County,2563,672,2294,647,0,12,46,72,0,12,0,12,0,12,0,12,223,235,89.5,9.302262168,0,0.468201327,1.8,2.76951394,0,0.468201327,0,0.468201327,0,0.468201327,0,0.468201327,8.7,8.880614326,40866.65099,72347179.74
